preset,model,layout,transform,method,initial_mean,final_mean,sd_mean,initial_high,final_high,final_bad,final_middle,final_best16
uniform,shared,binary,identity,rloo,0.14285714285714285,0.9317384325450874,0.0016231659600170734,0.14285714285714285,0.9317384325450874,0.06826156745491262,0,1
uniform,shared,binary,identity,grpo,0.14285714285714285,0.9828852300118633,0.0013838181711409339,0.14285714285714285,0.9828852300118633,0.01711476998813649,0,1
uniform,shared,binary,identity,maxrl,0.14285714285714285,0.9527426146172085,0.0009501029949835204,0.14285714285714285,0.9527426146172085,0.047257385382791374,0,1
uniform,shared,binary,identity,tailrl,0.14285714285714285,0.9527426146172085,0.0009501029949834824,0.14285714285714285,0.9527426146172085,0.047257385382791395,0,1
uniform,shared,binary,identity,pkpo,0.14285714285714285,0.7291373681696531,0.006153236884598769,0.14285714285714285,0.7291373681696531,0.2708626318303469,0,0.9999999991245089
uniform,shared,binary,identity,elite,0.14285714285714285,0.9387736425885894,0.0019036379121188582,0.14285714285714285,0.9387736425885894,0.061226357411410505,0,1
uniform,shared,binary,log,rloo,0.14285714285714285,0.9317384325450874,0.0016231659600170734,0.14285714285714285,0.9317384325450874,0.06826156745491262,0,1
uniform,shared,binary,log,grpo,0.14285714285714285,0.9828852300118633,0.0013838181711409339,0.14285714285714285,0.9828852300118633,0.01711476998813649,0,1
uniform,shared,binary,log,maxrl,0.14285714285714285,0.9527426146172085,0.0009501029949835204,0.14285714285714285,0.9527426146172085,0.047257385382791374,0,1
uniform,shared,binary,log,tailrl,0.14285714285714285,0.9527426146172085,0.0009501029949834824,0.14285714285714285,0.9527426146172085,0.047257385382791395,0,1
uniform,shared,binary,log,pkpo,0.14285714285714285,0.7291373681696531,0.006153236884598769,0.14285714285714285,0.7291373681696531,0.2708626318303469,0,0.9999999991245089
uniform,shared,binary,log,elite,0.14285714285714285,0.9387736425885894,0.0019036379121188582,0.14285714285714285,0.9387736425885894,0.061226357411410505,0,1
uniform,shared,binary,square,rloo,0.14285714285714285,0.9317384325450874,0.0016231659600170734,0.14285714285714285,0.9317384325450874,0.06826156745491262,0,1
uniform,shared,binary,square,grpo,0.14285714285714285,0.9828852300118633,0.0013838181711409339,0.14285714285714285,0.9828852300118633,0.01711476998813649,0,1
uniform,shared,binary,square,maxrl,0.14285714285714285,0.9527426146172085,0.0009501029949835204,0.14285714285714285,0.9527426146172085,0.047257385382791374,0,1
uniform,shared,binary,square,tailrl,0.14285714285714285,0.9527426146172085,0.0009501029949834824,0.14285714285714285,0.9527426146172085,0.047257385382791395,0,1
uniform,shared,binary,square,pkpo,0.14285714285714285,0.7291373681696531,0.006153236884598769,0.14285714285714285,0.7291373681696531,0.2708626318303469,0,0.9999999991245089
uniform,shared,binary,square,elite,0.14285714285714285,0.9387736425885894,0.0019036379121188582,0.14285714285714285,0.9387736425885894,0.061226357411410505,0,1
uniform,shared,binary,ranknormal,rloo,0.14285714285714285,0.963248782336018,0.0015347486890357211,0.14285714285714285,0.963248782336018,0.03675121766398205,0,1
uniform,shared,binary,ranknormal,grpo,0.14285714285714285,0.9828852309147215,0.0013838181265763156,0.14285714285714285,0.9828852309147215,0.017114769085278567,0,1
uniform,shared,binary,ranknormal,maxrl,0.14285714285714285,0.9527426146172085,0.0009501029949835204,0.14285714285714285,0.9527426146172085,0.047257385382791374,0,1
uniform,shared,binary,ranknormal,tailrl,0.14285714285714285,0.9723064402783136,0.0010291217836210869,0.14285714285714285,0.9723064402783136,0.02769355972168633,0,1
uniform,shared,binary,ranknormal,pkpo,0.14285714285714285,0.754444022289858,0.006141346992989486,0.14285714285714285,0.754444022289858,0.245555977710142,0,0.999999999816411
uniform,shared,binary,ranknormal,elite,0.14285714285714285,0.9387736425885894,0.0019036379121188582,0.14285714285714285,0.9387736425885894,0.061226357411410505,0,1
uniform,shared,binary,reciprocal,rloo,0.14285714285714285,0.013165783215567347,0.0005350259919718101,0.14285714285714285,0.013165783215567347,0.9868342167844327,0,0.1910579750346126
uniform,shared,binary,reciprocal,grpo,0.14285714285714285,0.0025732506857556433,0.00045076105643592553,0.14285714285714285,0.0025732506857556433,0.9974267493142444,0,0.04037118464802695
uniform,shared,binary,reciprocal,maxrl,0.14285714285714285,0.9527426146172085,0.0009501029949835204,0.14285714285714285,0.9527426146172085,0.047257385382791374,0,1
uniform,shared,binary,reciprocal,tailrl,0.14285714285714285,0.01204327336029556,0.0005246357995334972,0.14285714285714285,0.01204327336029556,0.9879567266397046,0,0.17620989550591118
uniform,shared,binary,reciprocal,pkpo,0.14285714285714285,0.13459106588745037,0.0002907651058191236,0.14285714285714285,0.13459106588745037,0.8654089341125498,0,0.9010203510057296
uniform,shared,binary,reciprocal,elite,0.14285714285714285,0.02312038157220396,0.0027441214707526348,0.14285714285714285,0.02312038157220396,0.9768796184277962,0,0.31177148030297497
uniform,shared,code,identity,rloo,0.31785714285714284,0.8672014267720227,0.0014590932726925162,0.047619047619047616,0.4401963923350345,0.015997699292159013,0.5438059083728065,0.9999894907519579
uniform,shared,code,identity,grpo,0.31785714285714284,0.9774753199589273,0.0004129720570790058,0.047619047619047616,0.8488169401526285,0.0033256158610217913,0.14785744398634956,0.9999999999999915
uniform,shared,code,identity,maxrl,0.31785714285714284,0.9655725198732217,0.0005821647983214979,0.047619047619047616,0.8122825594130053,0.01024014396961769,0.17747729661737707,0.9999999999997199
uniform,shared,code,identity,tailrl,0.31785714285714284,0.917779756271151,0.00038806068383643097,0.047619047619047616,0.58463867080479,0.011183669147233836,0.40417766004797623,0.9999999106590082
uniform,shared,code,identity,pkpo,0.31785714285714284,0.7675436433331599,0.0017475196245037344,0.047619047619047616,0.35180327333714095,0.08846671841489073,0.5597300082479685,0.9998905219652325
uniform,shared,code,identity,elite,0.31785714285714284,0.9644242777686577,0.0006273882074328663,0.047619047619047616,0.803815497636843,0.010001474537122986,0.1861830278260339,0.9999999999994421
uniform,shared,code,log,rloo,0.31785714285714284,0.7938095997981577,0.002513326535958504,0.047619047619047616,0.2897548679660767,0.015812583089689972,0.6944325489442335,0.999526295385195
uniform,shared,code,log,grpo,0.31785714285714284,0.9757667627258512,0.000379271977176019,0.047619047619047616,0.8365946604468238,0.003194681771778124,0.16021065778139806,0.9999999999999706
uniform,shared,code,log,maxrl,0.31785714285714284,0.9655725198732217,0.0005821647983214979,0.047619047619047616,0.8122825594130053,0.01024014396961769,0.17747729661737707,0.9999999999997199
uniform,shared,code,log,tailrl,0.31785714285714284,0.8752098986743791,0.0015563747124321347,0.047619047619047616,0.4521507443036621,0.011881503573224395,0.5359677521231135,0.9999925213652641
uniform,shared,code,log,pkpo,0.31785714285714284,0.6931086570974947,0.0011656329866030514,0.047619047619047616,0.25744876093222496,0.11358457838849961,0.6289666606792754,0.9990321494097607
uniform,shared,code,log,elite,0.31785714285714284,0.9644242777686577,0.0006273882074328663,0.047619047619047616,0.803815497636843,0.010001474537122986,0.1861830278260339,0.9999999999994421
uniform,shared,code,square,rloo,0.31785714285714284,0.8987164065537964,0.0011529336549445492,0.047619047619047616,0.5368763343240047,0.01748400826350459,0.44563965741249073,0.9999994948678145
uniform,shared,code,square,grpo,0.31785714285714284,0.9780150065488087,0.00057475924118027,0.047619047619047616,0.8533984164279214,0.003469754126347216,0.1431318294457314,0.9999999999999947
uniform,shared,code,square,maxrl,0.31785714285714284,0.9655725198732217,0.0005821647983214979,0.047619047619047616,0.8122825594130053,0.01024014396961769,0.17747729661737707,0.9999999999997199
uniform,shared,code,square,tailrl,0.31785714285714284,0.9381846398951735,0.00039417881057506857,0.047619047619047616,0.668052711900029,0.010832231336837117,0.32111505676313384,0.9999999974826803
uniform,shared,code,square,pkpo,0.31785714285714284,0.8135928795893953,0.0014979732424887872,0.047619047619047616,0.4241561752429838,0.07143320529339052,0.5044106194636258,0.9999835346728548
uniform,shared,code,square,elite,0.31785714285714284,0.9644242777686577,0.0006273882074328663,0.047619047619047616,0.803815497636843,0.010001474537122986,0.1861830278260339,0.9999999999994421
uniform,shared,code,ranknormal,rloo,0.31785714285714284,0.9691176941314003,0.0005676910591189456,0.047619047619047616,0.8079698805658703,0.005554014284139372,0.1864761051499905,0.9999999999996111
uniform,shared,code,ranknormal,grpo,0.31785714285714284,0.9774775503620532,0.0006201024501851416,0.047619047619047616,0.8535165714865052,0.004064917610823278,0.14241851090267152,0.9999999999999948
uniform,shared,code,ranknormal,maxrl,0.31785714285714284,0.9655725198732217,0.0005821647983214979,0.047619047619047616,0.8122825594130053,0.01024014396961769,0.17747729661737707,0.9999999999997199
uniform,shared,code,ranknormal,tailrl,0.31785714285714284,0.9790658119039293,0.0003630400969158074,0.047619047619047616,0.8647232309940708,0.00410520997589742,0.13117155903003172,0.9999999999999979
uniform,shared,code,ranknormal,pkpo,0.31785714285714284,0.899347548072066,0.0015590784394595276,0.047619047619047616,0.5946117956816469,0.034868627934336566,0.3705195763840164,0.9999999396256883
uniform,shared,code,ranknormal,elite,0.31785714285714284,0.9644242777686577,0.0006273882074328663,0.047619047619047616,0.803815497636843,0.010001474537122986,0.1861830278260339,0.9999999999994421
uniform,shared,code,reciprocal,rloo,0.31785714285714284,0.01653613622117238,0.0008397840129800282,0.047619047619047616,0.004037002430577104,0.968438727818654,0.027524269750768705,0.2224538387506213
uniform,shared,code,reciprocal,grpo,0.31785714285714284,0.0031130044566086592,0.0004217519586918151,0.047619047619047616,0.0010003265890465218,0.9945074842683521,0.004492189142601275,0.04827665968168135
uniform,shared,code,reciprocal,maxrl,0.31785714285714284,0.9655725198732217,0.0005821647983214979,0.047619047619047616,0.8122825594130053,0.01024014396961769,0.17747729661737707,0.9999999999997199
uniform,shared,code,reciprocal,tailrl,0.31785714285714284,0.014329961925100651,0.0006722496861041647,0.047619047619047616,0.003519645015921015,0.9725120913239826,0.023968263660096384,0.19693027861084833
uniform,shared,code,reciprocal,pkpo,0.31785714285714284,0.12632322283971584,0.0002899113162173502,0.047619047619047616,0.02460387916188533,0.7564005681548633,0.21899555268325122,0.7491230567438741
uniform,shared,code,reciprocal,elite,0.31785714285714284,0.018245404158294187,0.0014451146589059486,0.047619047619047616,0.005129305458550576,0.9675327575086977,0.027337937032751936,0.24443442479791525
uniform,neural,quality,identity,rloo,0.49999999999999994,0.9142799204307082,0.002715286253796294,0.14285714285714285,0.7425345162008878,0.00112360533325909,0.25634187846585316,0.999937810537075
uniform,neural,quality,identity,grpo,0.49999999999999994,0.9949304175312438,0.0002603244654951612,0.14285714285714285,0.9992080405945516,2.771477118833793e-7,0.0007916822577366029,1
uniform,neural,quality,identity,maxrl,0.49999999999999994,0.9708728815097185,0.00006577514384112112,0.14285714285714285,0.9550525790254228,0.00003067139119593546,0.044916749583381405,0.9999999906010468
uniform,neural,quality,identity,tailrl,0.49999999999999994,0.939034803580126,0.000876269295386452,0.14285714285714285,0.8369064459022401,0.00038827618307015567,0.1627052779146896,0.9999939288366129
uniform,neural,quality,identity,pkpo,0.49999999999999994,0.8310012146297945,0.007727335712298767,0.14285714285714285,0.5247255275793125,0.01878428323161678,0.4564901891890707,0.9988292416853005
uniform,neural,quality,identity,elite,0.49999999999999994,0.9892069442552939,0.0003674700617803538,0.14285714285714285,0.9946456648190302,0.000003335043121901032,0.005351000137848055,0.9999999999999417
uniform,neural,quality,log,rloo,0.49999999999999994,0.8813069707750841,0.004614650793241487,0.14285714285714285,0.6349885405533416,0.003865219746099054,0.3611462397005592,0.9996568576581163
uniform,neural,quality,log,grpo,0.49999999999999994,0.9948633693760494,0.00022967588868355503,0.14285714285714285,0.9991826724400905,2.796306940376524e-7,0.000817047929215368,1
uniform,neural,quality,log,maxrl,0.49999999999999994,0.9708728815097185,0.00006577514384112112,0.14285714285714285,0.9550525790254228,0.00003067139119593546,0.044916749583381405,0.9999999906010468
uniform,neural,quality,log,tailrl,0.49999999999999994,0.9070544350562914,0.0025539015086870807,0.14285714285714285,0.7177740011568461,0.0016189967229837104,0.2806070021201702,0.9999044048469877
uniform,neural,quality,log,pkpo,0.49999999999999994,0.752391843881349,0.012166784851828621,0.14285714285714285,0.3915309363406956,0.05670035269159248,0.551768710967712,0.9957514842243939
uniform,neural,quality,log,elite,0.49999999999999994,0.9892069442552939,0.0003674700617803538,0.14285714285714285,0.9946456648190302,0.000003335043121901032,0.005351000137848055,0.9999999999999417
uniform,neural,quality,square,rloo,0.49999999999999994,0.9350773738059625,0.0021358717370659227,0.14285714285714285,0.8213641566934488,0.00045198569863476014,0.17818385760791644,0.9999900262999079
uniform,neural,quality,square,grpo,0.49999999999999994,0.9949166862890064,0.0002591875748721957,0.14285714285714285,0.9992005253293236,2.933752964456371e-7,0.0007991812953799989,0.9999999999999994
uniform,neural,quality,square,maxrl,0.49999999999999994,0.9708728815097185,0.00006577514384112112,0.14285714285714285,0.9550525790254228,0.00003067139119593546,0.044916749583381405,0.9999999906010468
uniform,neural,quality,square,tailrl,0.49999999999999994,0.957660417236669,0.00031481148221368426,0.14285714285714285,0.9086186495871801,0.00013431868040452254,0.09124703173241548,0.9999996974981972
uniform,neural,quality,square,pkpo,0.49999999999999994,0.8768550840748753,0.0042114415222804635,0.14285714285714285,0.6330460811760196,0.006647263793223449,0.36030665503075693,0.9996818027628365
uniform,neural,quality,square,elite,0.49999999999999994,0.9892069442552939,0.0003674700617803538,0.14285714285714285,0.9946456648190302,0.000003335043121901032,0.005351000137848055,0.9999999999999417
uniform,neural,quality,ranknormal,rloo,0.49999999999999994,0.991256631779274,0.00036078718334897874,0.14285714285714285,0.9968624861332452,0.0000014656998654205678,0.003136048166889307,0.9999999999999964
uniform,neural,quality,ranknormal,grpo,0.49999999999999994,0.9946491372668573,0.00026967251955579063,0.14285714285714285,0.9990798285136969,3.6349355566193683e-7,0.0009198079927474054,1
uniform,neural,quality,ranknormal,maxrl,0.49999999999999994,0.9708728815097185,0.00006577514384112112,0.14285714285714285,0.9550525790254228,0.00003067139119593546,0.044916749583381405,0.9999999906010468
uniform,neural,quality,ranknormal,tailrl,0.49999999999999994,0.9950366262493643,0.00004963622336104617,0.14285714285714285,0.9992409270323256,3.2845867743951733e-7,0.0007587445089969505,0.9999999999999994
uniform,neural,quality,ranknormal,pkpo,0.49999999999999994,0.9623303179674082,0.0005073636884023443,0.14285714285714285,0.924835788278616,0.00014194913081326733,0.07502226259057065,0.999999910041164
uniform,neural,quality,ranknormal,elite,0.49999999999999994,0.9892069442552939,0.0003674700617803538,0.14285714285714285,0.9946456648190302,0.000003335043121901032,0.005351000137848055,0.9999999999999417
uniform,neural,quality,reciprocal,rloo,0.49999999999999994,0.06495572759068552,0.006296226325636284,0.14285714285714285,0.00016401106153418867,0.9727541303980368,0.0270818585404288,0.26145178857281753
uniform,neural,quality,reciprocal,grpo,0.49999999999999994,0.0057111028018354505,0.000437071273704177,0.14285714285714285,6.005754453210014e-8,0.9999916336500219,0.000008306292434007695,0.04969433736626248
uniform,neural,quality,reciprocal,maxrl,0.49999999999999994,0.9708728815097185,0.00006577514384112112,0.14285714285714285,0.9550525790254228,0.00003067139119593546,0.044916749583381405,0.9999999906010468
uniform,neural,quality,reciprocal,tailrl,0.49999999999999994,0.025514268148779884,0.0007338379437190875,0.14285714285714285,0.000006467619939053262,0.9984622069955807,0.0015313253844802957,0.12853735518188295
uniform,neural,quality,reciprocal,pkpo,0.49999999999999994,0.08177757435747754,0.005557584900312078,0.14285714285714285,0.0005137060862586431,0.9488958824388779,0.05059041147486343,0.3242666463115636
uniform,neural,quality,reciprocal,elite,0.49999999999999994,0.010958118974917658,0.00010606547378120383,0.14285714285714285,5.378151651985415e-7,0.9999098307914617,0.00008963139337299471,0.07334883579862456
uniform,neural,binary,identity,rloo,0.14285714285714285,0.9222359503364742,0.0059136261293802625,0.14285714285714285,0.9222359503364742,0.07776404966352578,0,1
uniform,neural,binary,identity,grpo,0.14285714285714285,0.9875017246249073,0.0008565651687993527,0.14285714285714285,0.9875017246249073,0.012498275375092767,0,1
uniform,neural,binary,identity,maxrl,0.14285714285714285,0.9550525790254228,0.0004963463048822986,0.14285714285714285,0.9550525790254228,0.044947420974577344,0,1
uniform,neural,binary,identity,tailrl,0.14285714285714285,0.9550525790254226,0.000496346304882225,0.14285714285714285,0.9550525790254226,0.044947420974577344,0,1
uniform,neural,binary,identity,pkpo,0.14285714285714285,0.701349098295306,0.012639755177240655,0.14285714285714285,0.701349098295306,0.29865090170469405,0,0.9999999954047182
uniform,neural,binary,identity,elite,0.14285714285714285,0.9387810553618609,0.003473033128408536,0.14285714285714285,0.9387810553618609,0.061218944638139206,0,0.9999999999999994
uniform,neural,binary,log,rloo,0.14285714285714285,0.9222359503364742,0.0059136261293802625,0.14285714285714285,0.9222359503364742,0.07776404966352578,0,1
uniform,neural,binary,log,grpo,0.14285714285714285,0.9875017246249073,0.0008565651687993527,0.14285714285714285,0.9875017246249073,0.012498275375092767,0,1
uniform,neural,binary,log,maxrl,0.14285714285714285,0.9550525790254228,0.0004963463048822986,0.14285714285714285,0.9550525790254228,0.044947420974577344,0,1
uniform,neural,binary,log,tailrl,0.14285714285714285,0.9550525790254226,0.000496346304882225,0.14285714285714285,0.9550525790254226,0.044947420974577344,0,1
uniform,neural,binary,log,pkpo,0.14285714285714285,0.701349098295306,0.012639755177240655,0.14285714285714285,0.701349098295306,0.29865090170469405,0,0.9999999954047182
uniform,neural,binary,log,elite,0.14285714285714285,0.9387810553618609,0.003473033128408536,0.14285714285714285,0.9387810553618609,0.061218944638139206,0,0.9999999999999994
uniform,neural,binary,square,rloo,0.14285714285714285,0.9222359503364742,0.0059136261293802625,0.14285714285714285,0.9222359503364742,0.07776404966352578,0,1
uniform,neural,binary,square,grpo,0.14285714285714285,0.9875017246249073,0.0008565651687993527,0.14285714285714285,0.9875017246249073,0.012498275375092767,0,1
uniform,neural,binary,square,maxrl,0.14285714285714285,0.9550525790254228,0.0004963463048822986,0.14285714285714285,0.9550525790254228,0.044947420974577344,0,1
uniform,neural,binary,square,tailrl,0.14285714285714285,0.9550525790254226,0.000496346304882225,0.14285714285714285,0.9550525790254226,0.044947420974577344,0,1
uniform,neural,binary,square,pkpo,0.14285714285714285,0.701349098295306,0.012639755177240655,0.14285714285714285,0.701349098295306,0.29865090170469405,0,0.9999999954047182
uniform,neural,binary,square,elite,0.14285714285714285,0.9387810553618609,0.003473033128408536,0.14285714285714285,0.9387810553618609,0.061218944638139206,0,0.9999999999999994
uniform,neural,binary,ranknormal,rloo,0.14285714285714285,0.9647625607534155,0.0017763885620639796,0.14285714285714285,0.9647625607534155,0.03523743924658455,0,1
uniform,neural,binary,ranknormal,grpo,0.14285714285714285,0.9875017262788487,0.0008565650256957312,0.14285714285714285,0.9875017262788487,0.012498273721151268,0,1
uniform,neural,binary,ranknormal,maxrl,0.14285714285714285,0.9550525790254228,0.0004963463048822986,0.14285714285714285,0.9550525790254228,0.044947420974577344,0,1
uniform,neural,binary,ranknormal,tailrl,0.14285714285714285,0.9784325715410528,0.0017833852234637952,0.14285714285714285,0.9784325715410528,0.021567428458947154,0,1
uniform,neural,binary,ranknormal,pkpo,0.14285714285714285,0.7345706417105792,0.0082211809242551,0.14285714285714285,0.7345706417105792,0.2654293582894208,0,0.999999999348033
uniform,neural,binary,ranknormal,elite,0.14285714285714285,0.9387810553618609,0.003473033128408536,0.14285714285714285,0.9387810553618609,0.061218944638139206,0,0.9999999999999994
uniform,neural,binary,reciprocal,rloo,0.14285714285714285,0.010244695494475277,0.0008942316690352482,0.14285714285714285,0.010244695494475277,0.9897553045055248,0,0.15184783005542732
uniform,neural,binary,reciprocal,grpo,0.14285714285714285,0.0015046610196916496,0.0007072206301922709,0.14285714285714285,0.0015046610196916496,0.9984953389803084,0,0.023765613152960552
uniform,neural,binary,reciprocal,maxrl,0.14285714285714285,0.9550525790254228,0.0004963463048822986,0.14285714285714285,0.9550525790254228,0.044947420974577344,0,1
uniform,neural,binary,reciprocal,tailrl,0.14285714285714285,0.009630113266564362,0.0008694183890007028,0.14285714285714285,0.009630113266564362,0.9903698867334357,0,0.1433850397818084
uniform,neural,binary,reciprocal,pkpo,0.14285714285714285,0.13682410731022474,0.001147992774581499,0.14285714285714285,0.13682410731022474,0.8631758926897755,0,0.9050160404381188
uniform,neural,binary,reciprocal,elite,0.14285714285714285,0.020483773375934974,0.0007854868331397509,0.14285714285714285,0.020483773375934974,0.979516226624065,0,0.28186095905752817
uniform,neural,code,identity,rloo,0.31785714285714284,0.8666639467752741,0.0055814520061373656,0.047619047619047616,0.43538659484762604,0.000686847231782346,0.5639265579205915,0.9999876228473553
uniform,neural,code,identity,grpo,0.31785714285714284,0.9882955981522038,0.0006822346450419089,0.047619047619047616,0.9054237158142895,4.939276702979997e-7,0.09457579025804021,1
uniform,neural,code,identity,maxrl,0.31785714285714284,0.975980175370205,0.001156758591871496,0.047619047619047616,0.8230271302691112,0.0000052767183847816086,0.17696759301250406,0.9999999999998798
uniform,neural,code,identity,tailrl,0.31785714285714284,0.917120609644261,0.0008074191494071039,0.047619047619047616,0.5641374472359351,0.0001541532367716931,0.4357083995272932,0.9999998072333471
uniform,neural,code,identity,pkpo,0.31785714285714284,0.7715284199930691,0.0067253187843527105,0.047619047619047616,0.2951879536212094,0.008220625747818552,0.6965914206309721,0.9995771988241056
uniform,neural,code,identity,elite,0.31785714285714284,0.9754780045249749,0.0010508907758972404,0.047619047619047616,0.8199201392347301,0.000005227544928417609,0.18007463322034156,0.9999999999998449
uniform,neural,code,log,rloo,0.31785714285714284,0.8235039139030329,0.0054957242957974625,0.047619047619047616,0.3572843632502288,0.001815055127876911,0.6409005816218943,0.9999035685757188
uniform,neural,code,log,grpo,0.31785714285714284,0.9882761222224126,0.0006191096342240048,0.047619047619047616,0.905272665938635,4.7490296089495795e-7,0.09472685915840394,0.9999999999999988
uniform,neural,code,log,maxrl,0.31785714285714284,0.975980175370205,0.001156758591871496,0.047619047619047616,0.8230271302691112,0.0000052767183847816086,0.17696759301250406,0.9999999999998798
uniform,neural,code,log,tailrl,0.31785714285714284,0.8716945743854122,0.0009574744031377757,0.047619047619047616,0.44590224722539357,0.0005951865261030249,0.5535025662485035,0.9999910963929396
uniform,neural,code,log,pkpo,0.31785714285714284,0.6945155115198198,0.011077687633949838,0.047619047619047616,0.2211075121183185,0.026824889055193313,0.7520675988264882,0.9978794817485998
uniform,neural,code,log,elite,0.31785714285714284,0.9754780045249749,0.0010508907758972404,0.047619047619047616,0.8199201392347301,0.000005227544928417609,0.18007463322034156,0.9999999999998449
uniform,neural,code,square,rloo,0.31785714285714284,0.8902564626523288,0.005721172353959105,0.047619047619047616,0.48967575007683717,0.00037992309651673195,0.5099443268266461,0.9999974611502981
uniform,neural,code,square,grpo,0.31785714285714284,0.9879028563025422,0.0006951024530439469,0.047619047619047616,0.9025648246455655,5.672083280404288e-7,0.09743460814610638,0.9999999999999994
uniform,neural,code,square,maxrl,0.31785714285714284,0.975980175370205,0.001156758591871496,0.047619047619047616,0.8230271302691112,0.0000052767183847816086,0.17696759301250406,0.9999999999998798
uniform,neural,code,square,tailrl,0.31785714285714284,0.9414735030979035,0.000506905861708623,0.047619047619047616,0.6509346902732008,0.00005830726079825234,0.34900700246600097,0.9999999944822303
uniform,neural,code,square,pkpo,0.31785714285714284,0.8215152672997689,0.004378501464767873,0.047619047619047616,0.3614651544810042,0.003132611348421925,0.6354022341705737,0.9999130530755004
uniform,neural,code,square,elite,0.31785714285714284,0.9754780045249749,0.0010508907758972404,0.047619047619047616,0.8199201392347301,0.000005227544928417609,0.18007463322034156,0.9999999999998449
uniform,neural,code,ranknormal,rloo,0.31785714285714284,0.9795232119048244,0.000852712416520089,0.047619047619047616,0.8449717276510169,0.0000026541918821173,0.15502561815710092,0.9999999999999853
uniform,neural,code,ranknormal,grpo,0.31785714285714284,0.9877851979080708,0.0006687138766869941,0.047619047619047616,0.901715081695159,5.929325749869169e-7,0.09828432537226607,0.9999999999999994
uniform,neural,code,ranknormal,maxrl,0.31785714285714284,0.975980175370205,0.001156758591871496,0.047619047619047616,0.8230271302691112,0.0000052767183847816086,0.17696759301250406,0.9999999999998798
uniform,neural,code,ranknormal,tailrl,0.31785714285714284,0.988744719855061,0.00017098935636609952,0.047619047619047616,0.908769871850082,5.210638321394913e-7,0.09122960708608589,0.9999999999999994
uniform,neural,code,ranknormal,pkpo,0.31785714285714284,0.9158938810776848,0.0013890447363997477,0.047619047619047616,0.5640966768386017,0.00023940132586275963,0.43566392183553565,0.9999998053943564
uniform,neural,code,ranknormal,elite,0.31785714285714284,0.9754780045249749,0.0010508907758972404,0.047619047619047616,0.8199201392347301,0.000005227544928417609,0.18007463322034156,0.9999999999998449
uniform,neural,code,reciprocal,rloo,0.31785714285714284,0.007113010418412222,0.0005797404780631602,0.047619047619047616,0.00007574327290512203,0.980337916970873,0.019586339756221777,0.09890538221002158
uniform,neural,code,reciprocal,grpo,0.31785714285714284,0.0007275632716542001,0.00014471819395212607,0.047619047619047616,0.0000034407699506254053,0.9979508249411352,0.0020457342889141465,0.011461899823329706
uniform,neural,code,reciprocal,maxrl,0.31785714285714284,0.975980175370205,0.001156758591871496,0.047619047619047616,0.8230271302691112,0.0000052767183847816086,0.17696759301250406,0.9999999999998798
uniform,neural,code,reciprocal,tailrl,0.31785714285714284,0.0059399567761404285,0.0007245110265621942,0.047619047619047616,0.000057060129019926666,0.9835277853557725,0.01641515451520752,0.08438149567011703
uniform,neural,code,reciprocal,pkpo,0.31785714285714284,0.1052346402374134,0.0019068354947513698,0.047619047619047616,0.006976186068075006,0.7501704986715444,0.24285331526038081,0.5687249928877557
uniform,neural,code,reciprocal,elite,0.31785714285714284,0.008508472978112464,0.0001875083059772843,0.047619047619047616,0.00010696957113656702,0.9766143093542855,0.023278721074577836,0.11546230347070076
right,independent,quality,identity,rloo,0.11863735158922911,0.1540955152667798,0.0005456964892739869,0.0011944799803833412,0.0014993704189562715,0.8293529709480542,0.16914765863298956,0.48906876389702864
right,independent,quality,identity,grpo,0.11863735158922911,0.29579022310915964,0.00514370545376894,0.0011944799803833412,0.0020153227087939094,0.3936337470157329,0.6043509302754732,0.5632058620005723
right,independent,quality,identity,maxrl,0.11863735158922911,0.12587116210988142,0.005089842193793169,0.0011944799803833412,0.0015995264191215823,0.8679914993979838,0.13040897418289465,0.464293666828619
right,independent,quality,identity,tailrl,0.11863735158922911,0.25085899699389425,0.0026682230937830685,0.0011944799803833412,0.003019555667120089,0.584900136551105,0.4120803077817749,0.6101391490105059
right,independent,quality,identity,pkpo,0.11863735158922911,0.1667548968853064,0.0004934359500389513,0.0011944799803833412,0.0017516732251591828,0.7879927982233271,0.21025552855151367,0.5180225780069913
right,independent,quality,identity,elite,0.11863735158922911,0.34969396063267966,0.01583592642797611,0.0011944799803833412,0.001039354301375075,0.14737246044447722,0.8515881852541476,0.5003773925255438
right,independent,quality,log,rloo,0.11863735158922911,0.17501921745132973,0.000364462257405525,0.0011944799803833412,0.001577591413383109,0.8076337821579362,0.19078862642868052,0.4982415426843485
right,independent,quality,log,grpo,0.11863735158922911,0.2856662354585111,0.005171558687583148,0.0011944799803833412,0.0016216730982927434,0.4382610300812355,0.5601172968204718,0.5323769668725994
right,independent,quality,log,maxrl,0.11863735158922911,0.12587116210988142,0.005089842193793169,0.0011944799803833412,0.0015995264191215823,0.8679914993979838,0.13040897418289465,0.464293666828619
right,independent,quality,log,tailrl,0.11863735158922911,0.25542924134137085,0.0004986540868214673,0.0011944799803833412,0.0025461730453715434,0.5727734514386887,0.4246803755159398,0.5867975772806616
right,independent,quality,log,pkpo,0.11863735158922911,0.17478251802833314,0.0005492584727740839,0.0011944799803833412,0.0017545035906209004,0.7754616584326165,0.2227838379767627,0.5188115622574953
